session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
10758,3924,4,17,6,3930,3924,5,52,36,36,207
10759,66,111,36,52,6,5,5,3963,189,3963,207
10760,3031,189,446,3963,3207,3031,189,3963,5,3188,207
10761,189,3031,5,4239,5,5,24,238,436,238,207
10762,689,238,619,3968,238,8,5,3994,1050,4263,207
10763,79,3994,19,21,8,3994,8,6,338,338,207
10764,17,3994,5,3867,5,3996,3867,4291,4,3867,207
10765,3867,3867,3867,3867,5,3867,3867,4,338,5,207
10766,3996,3867,3867,3867,3867,3867,3867,3867,3867,5,207
10767,3867,3867,5,4226,5,3954,3954,3954,3954,162,207
10768,320,69,162,3954,5,4,6,162,5,6,207
10769,4,5,5,7,17,5,72,4,84,17,207
10770,72,84,7,44,4,7,45,7,6,17,207
10771,44,2,7,7,2,45,7,7,72,17,207
10772,84,4,5,5,5,5,6,4,3227,3325,207
10773,5,2384,4,4168,2384,6,5,4,6,3227,207
10774,6,5,3227,2384,2384,2384,2384,2384,3996,5,207
10775,3996,5,828,5,5,6,5,4,2050,5,207
10776,841,5,6,4,5,4398,3227,5,4430,5,207
10777,5,7,4,7,17,5,7,7,4,6,207
10778,4,72,84,17,72,84,7,44,4,45,207
10779,44,324,6,4,7,324,45,84,5,72,207
10780,84,7,17,5,4,7,5,17,4,7,207
10781,72,84,72,17,84,7,7,7,7,7,207
10782,4,44,17,44,6,7,45,7,324,7,207
10783,45,7,6,7,7,324,4,72,84,5,207
10784,17,5,4,4,5,4068,5,24,162,4068,207
10785,31,79,19,31,6,21,8,31,22,6,207
10786,22,17,22,162,24,162,31,17,4068,6,207
10787,22,19,8,21,162,21,8,19,6,162,207
10788,22,17,7,72,162,5,6,21,5,79,207
10789,8,19,22,5,162,5,6,22,19,8,207
10790,21,162,5,22,5,22,3847,24,21,3847,207
10791,19,5,3847,3847,3847,3870,8,124,102,17,207
10792,6,3847,27,22,8,27,3870,884,4302,4275,207
10793,4153,4153,559,4423,5,8,3847,21,3847,19,207
10794,3847,8,3847,31,6,4,8,3847,3847,22,207
10795,3847,19,3847,21,3847,3847,8,6,8,22,207
10796,3847,3870,3870,8,3847,3847,3847,21,3847,19,207
10797,3847,3847,8,3847,8,6,3847,3847,22,3847,207
10798,194,3847,3847,3847,194,3847,3847,3847,21,3847,207
10799,19,3847,3847,8,3870,3870,6,22,3870,8,207
10800,8,125,3847,3847,3847,3847,21,3847,19,3847,207
10801,3847,8,8,3847,3847,22,3847,3847,6,3847,207
10802,3847,3847,3847,3847,19,21,3847,8,3847,3870,207
10803,3870,6,22,128,4391,8,3847,3847,3847,21,207
10804,19,3847,3847,8,6,8,3847,22,3847,3847,207
10805,3847,3847,3847,3847,3847,19,21,3847,3847,8,207
10806,6,55,8,3847,3847,22,3847,19,21,3847,207
10807,3847,3847,3870,8,8,6,3847,152,152,316,207
10808,22,3847,3870,1949,3847,3870,57,3847,3847,3870,207
10809,3847,57,4222,3870,1888,3847,3847,3847,3847,21,207
10810,19,3870,3847,8,31,3870,6,37,22,373,207
10811,268,37,8,37,8,3847,3847,21,19,3847,207
10812,3847,3847,8,6,3847,8,3847,22,3847,3847,207
10813,3847,2556,3847,3847,3847,3847,19,3847,21,3847,207
10814,8,6,3847,19,21,3847,3847,22,8,3847,207
10815,8,3847,3847,22,3847,3847,6,3847,3847,3847,207
10816,3847,5,5,4,7,17,5,84,5,4,207
10817,84,17,4,7,44,6,44,45,7,17,207
10818,45,6,7,5,5,7,17,84,4,69,207
10819,5,5,6,4,4,7,17,5,5,72,207
10820,6,4,84,44,4,72,84,17,7,44,207
10821,7,6,45,324,7,17,45,7,324,4,207
10822,72,5,84,72,17,7,5,5,6,4,207
10823,7,4,17,72,5,7,72,6,4,17,207
10824,84,44,17,72,84,4,324,45,44,7,207
10825,45,48,7,6,48,6,6,5,4,4,207
10826,5,6,5,1893,1015,169,1893,1015,1893,6,207
10827,5,4,4,6,24,4040,5,956,856,127,207
10828,55,4040,34,197,4040,34,55,5,4123,4123,207
10829,7,7,7,7,7,7,7,7,324,7,207
10830,7,7,4,324,7,5,84,84,17,72,207
10831,7,5,5,6,5,4,6,7,4,17,207
10832,5,6,683,72,155,155,84,5,4,44,207
10833,6,5,84,72,17,4,45,324,5,155,207
10834,155,683,44,3859,3854,890,3854,353,1178,263,207
10835,263,676,263,444,622,444,324,45,6,7,207
10836,4,84,5,506,3859,676,155,155,3854,1028,207
10837,3854,990,444,117,974,1004,1002,991,990,154,207
10838,595,117,984,987,991,1005,1002,31,79,19,207
10839,8,994,1002,1030,987,21,31,974,1011,155,207
10840,984,991,8,994,974,3775,31,8,984,622,207
10841,31,622,456,22,984,456,31,7,72,17,207
10842,84,22,5,7,4,17,84,44,5,7,207
10843,45,84,4,7,7,44,45,17,5,4,207
10844,7,17,84,69,5,5,7,4,17,72,207
10845,84,5,44,72,84,4,45,7,2,44,207
10846,7,7,2,5,45,7,72,17,84,4,207
10847,5,5,3227,5,3227,3325,5,3325,3227,3227,207
10848,3227,3227,3227,3227,3227,5,901,36,901,36,207
10849,111,66,36,5,52,36,36,111,66,36,207
10850,52,66,36,36,3227,3227,3227,5,43,5,207
10851,43,5,43,5,5,5,5,5,7,4,207
10852,17,72,84,44,5,45,7,17,72,84,207
10853,4,44,7,45,6,7,6,6,2,7,207
10854,2,7,48,7,48,6,7,7,6,5,207
10855,7,4,84,17,7,72,5,5,17,4,207
10856,7,72,84,5,44,45,72,84,7,6,207
10857,17,44,4,45,48,7,7,7,6,5,207
10858,48,7,4,84,17,72,7,5,5,7,207
10859,4,17,72,84,44,72,84,17,5,7,207
10860,6,45,4,44,2,45,6,7,7,2,207
10861,5,72,84,4,7,17,5,4,17,7,207
10862,72,84,44,5,72,84,45,7,6,4,207
10863,44,17,48,7,7,7,6,45,48,5,207
10864,4,84,7,72,17,5,7,4,17,72,207
10865,84,44,5,17,72,45,7,6,84,4,207
10866,7,7,5,6,45,44,7,4,84,17,207
10867,72,7,5,5,17,4,7,72,84,5,207
10868,44,17,72,45,7,6,84,4,7,44,207
10869,45,6,7,2,7,2,7,7,7,7,207
10870,7,7,7,7,7,7,7,7,7,7,207
10871,7,7,7,7,7,7,6,7,7,7,207
10872,7,7,48,6,7,48,7,7,7,7,207
10873,6,7,7,5,4,7,72,17,84,5,207
10874,5,6,5,1129,1129,6,5,5,5,5,207
10875,5,5,4,7,17,72,84,44,5,72,207
10876,84,4,7,6,45,17,44,45,6,5,207
10877,7,4,7,72,17,84,3227,3325,3227,3325,207
10878,3227,3325,3227,3227,3325,3227,3227,3325,3227,3227,207
10879,46,3325,23,46,46,41,3227,3325,3227,5,207
10880,5,5,5,2384,4,2384,4168,2384,2384,6,207
10881,3325,3227,6,5,5,1117,1132,1133,1076,1117,207
10882,1133,1076,1117,1133,1133,1132,1132,1133,1117,1133,207
10883,1076,1429,1117,1132,1117,1325,1727,1132,1117,1284,207
10884,1425,1227,1325,1727,1117,1133,1284,1325,8,1133,207
10885,1133,1133,1100,1100,1133,1100,1133,1100,1076,1132,207
10886,1076,1117,1100,1132,5,1076,5,1132,1117,1076,207
10887,1132,1284,1132,1425,5,1227,8,1284,1132,5,207
10888,1284,1132,1132,1117,1284,1100,1132,1425,1132,1117,207
10889,1132,1284,5,5,841,5,841,5,3227,5,207
10890,5,841,5,5,5,4351,841,841,4,24,207
10891,841,841,5,841,24,5,4,841,5,5,207
10892,17,4,7,72,84,5,44,6,17,72,207
10893,84,4,45,7,44,2,6,17,48,45,207
10894,7,7,2,48,7,3183,5,5,5,7,207
10895,7,7,5,4,7,72,17,84,5,5,207
10896,7,4,17,72,5,4,17,72,7,101,207
10897,101,5,4,5,6,4,5,6,4,19,207
10898,79,31,8,21,2596,21,19,8,21,8,207
10899,19,21,8,3914,22,22,19,21,8,21,207
10900,19,8,19,21,8,3914,22,21,8,5,207
10901,19,22,69,320,5,19,21,5,8,5,207
10902,22,22,21,19,8,22,19,5,21,8,207
10903,22,22,1605,1917,394,1605,466,162,1106,162,207
10904,162,1605,5,36,5,52,66,111,36,66,207
10905,52,36,5,5,4,5,5,6,4,4,207
10906,7,17,5,79,19,31,21,8,2596,5,207
10907,22,5,6,5,72,5,22,17,72,5,207
10908,5,3890,3866,5,3890,3866,3890,21,8,19,207
10909,84,3866,4,7,72,17,4,19,84,44,207
10910,4105,3866,3890,21,8,44,3866,3890,45,7,207
10911,3866,69,6,7,17,3866,7,6,7,5,207
10912,6,4,3866,3866,4096,5,5,5,43,43,207
10913,5,7,72,84,17,4,5,5,7,4,207
10914,17,72,84,44,5,17,6,84,4,45,207
10915,7,44,6,6,7,45,5,7,17,84,207
10916,4,72,5,5,5,5,4,4,7,7,207
10917,4,17,72,84,17,72,84,7,7,7,207
10918,7,4,44,7,44,6,7,6,17,7,207
10919,45,324,7,45,6,6,6,7,324,72,207
10920,17,7,4,5,17,84,72,7,5,683,207
10921,5,5,155,155,444,444,155,155,683,3854,207
10922,3854,3854,3854,890,444,3859,3854,3854,890,263,207
10923,3854,263,263,3854,263,3854,263,1178,263,3854,207
10924,353,263,263,3854,676,676,838,1014,3854,155,207
10925,263,1014,506,1014,3854,1003,263,3854,3859,155,207
10926,3854,1028,1206,444,7,5,5,4,4,7,207
10927,5,4,17,7,17,72,84,17,72,84,207
10928,7,7,4,6,44,7,6,44,45,6,207
10929,324,4,324,7,84,7,45,5,4,17,207
10930,72,7,5,4,4,5,2596,8,79,31,207
10931,21,21,19,8,7,17,22,19,22,21,207
10932,8,3914,22,22,84,17,6,7,44,84,207
10933,1056,1134,5,44,1134,4,45,17,7,7,207
10934,4,6,6,69,7,6,7,45,6,7,207
10935,7,7,7,5,7,4,84,17,7,1134,207
10936,1134,1134,4,5,8,1268,142,80,142,1727,207
10937,1727,5,5,4,6,17,7,6,5,72,207
10938,5,4,84,72,17,84,44,7,4,44,207
10939,6,45,7,17,7,7,48,7,45,7,207
10940,6,48,4,5,7,72,17,84,4,69,207
10941,101,5,5,6,4,7,4,17,6,72,207
10942,5,84,5,4,17,72,84,7,4,44,207
10943,7,7,44,45,7,6,5,7,45,4,207
10944,5,69,4,84,7,7,72,17,5,84,207
10945,17,72,5,7,84,72,5,17,5,7,207
10946,5,5,5,5,3881,3881,3881,3881,3881,3881,207
10947,3881,3881,3881,3881,3881,5,5,5,4,7,207
10948,4,17,72,84,44,6,5,17,72,84,207
10949,45,7,4,44,45,2,6,48,41,2,207
10950,2,6,2,6,2,2,2,2,4,2,207
10951,7,48,6,7,41,5,7,17,84,4,207
10952,72,5,5,5,36,52,5,111,66,36,207
10953,5,3873,5,3873,155,5,155,155,3873,155,207
10954,683,890,3848,3859,676,353,444,155,3848,676,207
10955,838,506,444,890,1178,1003,1014,3848,155,676,207
10956,1206,838,263,1028,444,263,117,974,5,5,207
10957,4316,3476,5,5,5,4313,5,4,7,4,207
10958,17,72,17,84,4,44,45,7,7,84,207
10959,44,45,5,72,17,84,4,7,5,5,207
10960,4,5,7,17,72,84,44,5,45,7,207
10961,17,72,5,79,5,24,3986,21,8,19,207
10962,4,4219,27,2214,128,206,17,17,17,6,207
10963,4399,84,3986,3939,5,19,21,6,3939,8,207
10964,19,3986,5,21,1372,8,4,6,44,7,207
10965,45,968,968,394,5,968,965,966,7,964,207
10966,963,1459,963,1459,964,966,965,964,968,963,207
10967,968,966,965,963,964,5,5,7,5,6,207
10968,5,3858,4079,7,3858,4145,4063,4118,24,3973,207
10969,3858,82,24,8,3858,4127,4136,96,62,4122,207
10970,4063,3858,4057,3858,8,4057,3858,3858,3858,3858,207
10971,57,3858,4092,3898,4,57,7,4,5,3900,207
10972,7,72,17,84,5,4011,4,3900,6,3900,207
10973,3900,3900,3900,4,4011,5,4,3900,3900,5,207
10974,5,7,5,5,4,7,17,72,84,5,207
10975,44,17,45,7,72,84,6,4,44,5,207
10976,6,45,7,84,72,7,17,4,5,5,207
10977,4,7,17,4,17,5,72,7,5,5,207
10978,4,7,17,72,84,17,44,5,45,7,207
10979,6,72,4,84,44,45,6,7,5,4,207
10980,4,7,84,72,7,17,5,5,5,5,207
10981,36,52,52,66,5,968,968,963,964,5,207
10982,968,964,963,963,968,964,964,963,963,2050,207
10983,964,968,2050,963,964,5,5,6,4,7,207
10984,4,17,6,72,5,5,84,5,4,17,207
10985,72,84,7,6,44,4,44,7,45,7,207
10986,69,6,17,45,6,7,5,7,4,7,207
10987,72,17,84,4,5,5,4,4,7,17,207
10988,5,84,5,5,84,7,44,6,17,4,207
10989,4,44,45,7,69,7,17,45,7,6,207
10990,7,6,2,186,7,2,186,6,7,186,207
10991,6,7,7,338,338,4,4,338,7,338,207
10992,7,7,6,5,4,7,17,84,5,6,207
10993,6,5,5,5,5,4,17,7,72,84,207
10994,5,4,17,44,5,72,683,84,6,155,207
10995,45,7,155,4,5,5,444,155,155,444,207
10996,155,683,3848,3859,44,263,890,263,444,3848,207
10997,263,3848,263,263,676,17,1178,353,155,676,207
10998,1003,838,838,69,506,3848,3848,1014,676,7,207
10999,3848,155,3859,3848,263,838,1028,1206,444,974,207
11000,117,990,154,595,117,241,31,117,991,991,207
11001,987,974,79,31,1011,155,991,21,974,19,207
11002,8,991,1005,8,987,1030,31,22,8,456,207
11003,456,22,31,313,45,313,6,6,81,7,207
11004,7,5,84,17,72,7,4,304,5,5,207
11005,7,17,4,72,84,44,5,7,17,72,207
11006,45,7,6,84,4,7,44,5,45,6,207
11007,7,84,4,17,72,7,7,7,5,5,207
11008,72,7,17,84,7,7,44,17,5,45,207
11009,7,4,7,4,72,17,84,5,5,5,207
11010,5,7,4,17,72,84,5,5,44,7,207
11011,17,72,45,7,84,6,4,7,44,45,207
11012,6,7,7,7,7,4,44,7,7,6,207
11013,7,5,45,7,7,72,17,84,4,5,207
11014,5,5,5,5,5,5,5,4,7,5,207
11015,17,17,5,4,72,5,5,4,5,3972,207
11016,4,5,3906,8,3906,8,3906,3906,3906,4,207
11017,3906,3972,4,3906,17,72,84,7,7,7,207
11018,7,44,7,4,6,6,17,7,45,7,207
11019,324,6,2,2,6,6,45,6,5,683,207
11020,6,7,6,5,6,17,17,155,7,3972,207
11021,3972,17,6,155,7,444,155,155,683,3848,207
11022,3848,3848,3848,6,890,890,7,263,3859,3848,207
11023,7,6,6,263,7,263,263,3848,263,3848,207
11024,1178,7,3848,353,3848,676,3848,1014,838,155,207
11025,506,1014,3848,676,1014,1003,3848,7,3848,3848,207
11026,3848,155,3848,263,1206,3848,1028,263,324,7,207
11027,7,324,4,7,5,4,84,72,17,7,207
11028,72,7,7,72,17,5,5,4,7,17,207
11029,5,4,7,17,72,84,17,72,7,84,207
11030,6,44,4,7,6,44,45,324,6,5,207
11031,5,4,5,3936,3936,5,4,3936,3936,3936,207
11032,7,45,7,6,7,6,7,6,7,324,207
11033,7,324,5,72,4,17,17,84,72,7,207
11034,7,5,5,6,4,4,7,5,17,6,207
11035,72,5,5,84,5,4,7,84,72,17,207
11036,4,7,44,17,45,7,6,6,6,69,207
11037,7,44,7,45,7,48,7,6,48,7,207
11038,6,7,6,7,5,7,45,6,4,4,207
11039,7,72,84,17,7,5,968,968,5,968,207
11040,1459,963,964,968,964,963,964,968,963,964,207
11041,968,964,963,968,964,963,968,964,963,964,207
11042,968,963,964,963,968,968,964,963,964,963,207
11043,963,968,963,964,963,968,5,5,7,4,207
11044,17,72,84,44,6,5,17,45,7,72,207
11045,84,4,7,44,48,45,6,7,7,5,207
11046,7,6,4,4,7,84,17,72,7,5,207
11047,4,4,6,17,7,5,72,5,6,84,207
11048,4,17,84,44,72,7,4,7,44,6,207
11049,17,45,7,7,7,4,7,45,5,4,207
11050,84,17,72,7,320,69,5,5,7,4,207
11051,17,72,84,44,5,17,72,45,7,4,207
11052,84,6,44,45,6,6,6,7,7,5,207
11053,4,84,17,72,7,5,5,7,4,17,207
11054,72,84,44,7,45,5,2,6,17,72,207
11055,7,84,6,5,44,45,7,2,17,4,207
11056,84,72,7,5,5,4,6,7,17,6,207
11057,5,72,5,84,5,4,17,44,84,72,207
11058,4,44,6,17,48,45,7,7,69,6,207
11059,45,48,48,6,6,6,7,7,5,4,207
11060,6,7,7,72,84,4,17,5,5,4,207
11061,6,7,6,17,72,5,5,4,84,4,207
11062,17,72,44,84,7,7,45,7,44,17,207
11063,45,6,6,48,7,7,2,7,7,6,207
11064,5,48,2,7,5,4,72,7,84,4,207
11065,17,69,5,5,7,4,17,72,84,44,207
11066,5,45,7,6,17,84,72,4,44,45,207
11067,6,7,7,7,48,7,6,5,7,4,207
11068,84,17,72,7,5,5,6,4,4,4,207
11069,5,6,69,320,5,5,4,6,7,17,207
11070,6,5,72,5,4,84,84,44,7,72,207
11071,17,4,44,45,7,6,48,17,7,7,207
11072,48,45,6,5,5,4,4,7,72,17,207
11073,84,69,5,4,6,7,17,4,6,72,207
11074,5,5,84,4,17,72,44,84,7,7,207
11075,4,44,7,6,17,45,7,69,45,7,207
11076,7,7,7,5,45,7,4,84,17,4,207
11077,7,72,5,5,4,24,4,5,24,69,207
11078,5,5,4,7,17,84,5,4,6,44,207
11079,84,17,7,45,4,6,17,7,44,45,207
11080,5,5,5,24,6,7,5,5,3979,5,207
11081,3979,3979,4364,4,3979,4205,17,17,7,4,207
11082,5,4,4,84,17,7,5,5,4,7,207
11083,17,5,72,5,683,5,7,155,17,72,207
11084,155,5,84,4,44,5,72,84,17,45,207
11085,7,5,444,444,155,155,3859,683,3848,444,207
11086,3848,3848,3848,890,353,676,1178,676,1014,155,207
11087,263,506,3848,1014,3848,263,263,1003,676,838,207
11088,155,838,3848,1028,263,3859,1206,4,7,44,207
11089,45,444,974,5,4,72,17,117,7,84,207
11090,5,5,7,4,17,72,84,5,17,72,207
11091,84,4,7,7,7,7,7,44,45,6,207
11092,7,44,7,5,45,6,5,4,3873,84,207
11093,17,5,3873,155,155,444,155,72,7,5,207
11094,3873,683,5,3848,263,3848,263,890,444,155,207
11095,838,1014,1003,444,3848,506,3848,1042,595,622,207
11096,622,263,263,3859,4055,1042,3908,3852,3872,3852,207
11097,2757,3868,3860,3852,3868,3860,3868,3860,3852,4060,207
11098,1028,3852,7,3868,3852,3852,2757,3860,263,3848,207
11099,3852,3908,3852,622,3852,2757,3908,3868,2757,3852,207
11100,3868,3908,3868,2757,3848,263,3868,3868,3852,155,207
11101,4055,838,1028,3848,154,117,974,1206,444,990,207
11102,19,117,1030,991,1004,21,79,31,987,990,207
11103,595,1005,8,31,974,994,8,444,155,1011,207
11104,8,974,994,31,456,22,456,456,22,31,207
11105,313,313,4,5,5,4,6,7,17,5,207
11106,72,5,84,4,72,7,17,84,6,44,207
11107,7,4,44,6,17,75,7,45,7,4,207
11108,45,7,75,5,7,72,17,84,4,320,207
11109,69,5,5,6,7,4,17,72,84,44,207
11110,5,17,72,6,45,84,4,7,75,44,207
11111,45,6,48,6,6,75,7,7,48,6,207
11112,7,5,84,7,72,17,4,5,5,4,207
11113,4,7,17,5,6,5,72,5,84,84,207
11114,4,17,72,84,7,4,6,44,44,5,207
11115,683,45,7,155,5,6,155,155,155,683,207
11116,3848,3859,3848,3848,353,890,676,1178,444,1014,207
11117,838,838,263,506,444,263,506,263,263,3848,207
11118,155,263,3848,1003,3848,676,1014,3848,3848,263,207
11119,3859,3848,838,155,1028,1206,3848,117,444,974,207
11120,55,990,595,154,117,991,19,79,987,991,207
11121,1005,974,8,21,1030,1004,31,31,994,155,207
11122,8,974,994,8,1011,31,456,55,22,6,207
11123,17,7,45,7,7,6,4,5,4,69,207
11124,5,7,17,72,84,456,44,48,45,7,207
11125,6,48,4,5,7,326,663,4,7,72,207
11126,17,84,5,5,4,7,17,72,84,44,207
11127,17,5,72,7,45,7,7,44,45,84,207
11128,5,4,7,4,7,72,17,84,5,5,207
11129,5,7,4,5,17,72,683,5,155,155,207
11130,84,44,7,45,5,7,7,444,7,7,207
11131,444,7,72,17,7,155,5,683,6,75,207
11132,3848,84,7,3848,444,890,263,263,75,155,207
11133,155,155,1014,838,1028,263,444,506,3848,974,207
11134,8,991,154,595,987,990,21,117,79,19,207
11135,1004,31,974,8,4,155,444,994,8,974,207
11136,1011,31,48,22,22,313,5,31,5,329,207
11137,4227,4273,295,6,4110,8,313,5,473,121,207
11138,204,295,191,31,24,232,254,27,185,34,207
11139,27,128,37,206,4110,6,44,45,7,7,207
11140,7,6,7,7,7,7,7,7,7,7,207
11141,7,7,7,5,7,5,4,3188,5,3862,207
11142,5,84,17,72,7,7,5,2448,4,2353,207
11143,5,1056,1316,2523,2353,2523,2353,5,1316,2448,207
11144,2353,4,21,2448,8,2448,8,125,22,6,207
11145,2353,17,22,6,17,5,5,3921,5,3921,207
11146,3921,24,3921,5,3978,24,21,3978,79,19,207
11147,8,5,3978,3988,4007,8,4007,3988,1136,4171,207
11148,24,5,4171,2537,5,4032,21,4178,4064,1236,207
11149,1380,4283,4232,19,4032,1380,4032,8,4064,1311,207
11150,6,1380,1311,5,4064,6,238,436,689,24,207
11151,8,238,3978,6,82,238,3988,238,80,4007,207
11152,152,316,1576,610,1576,6,17,610,5,4,207
11153,985,985,5,3921,5,4,985,985,3988,5,207
11154,4279,985,985,5,5,5,5,323,5,1561,207
11155,736,1669,1982,496,1489,4042,410,736,1561,250,207
11156,356,4042,1674,1669,1655,79,1561,1716,736,1782,207
11157,21,1920,8,1674,1561,1716,1782,1669,1561,82,207
11158,8,82,4,5,125,82,1834,4103,5,1561,207
11159,323,1834,1561,1489,1489,1561,2478,1920,1489,323,207
11160,4042,5,4103,5,4198,5,3924,3995,3930,3924,207
11161,3924,4,5,3930,3995,111,66,36,52,5,207
11162,4144,5,4144,5,4299,4188,5,5,5,5,207
11163,3921,5,3862,5,3862,3862,4216,5,7,7,207
11164,72,84,44,17,45,7,72,7,84,44,207
11165,5,45,4,6,7,17,84,4,72,69,207
11166,5,4,6,7,17,5,72,72,72,5,207
11167,84,4,7,84,72,6,17,4,7,44,207
11168,6,7,7,7,7,7,7,6,44,17,207
11169,7,45,2,7,45,4,5,7,5,7,207
11170,7,72,17,84,4,5,5,6,4,7,207
11171,5,17,72,6,84,4,5,7,4,84,207
11172,7,44,17,72,7,44,7,45,6,7,207
11173,45,17,6,69,5,7,5,7,5,7,207
11174,7,7,7,7,7,5,4,72,17,7,207
11175,84,5,5,4,5,3340,4,5,3862,5,207
11176,3862,3862,5,5,5,5,5,5,3340,5,207
11177,3340,5,3340,3340,3340,5,5,5,5,3340,207
11178,3340,3340,5,3340,5,5,5,683,7,4,207
11179,7,155,17,72,155,5,84,44,5,45,207
11180,7,5,155,155,683,3848,6,17,3848,3859,207
11181,890,676,353,444,72,155,3848,676,838,506,207
11182,444,1014,3848,890,1003,1178,1014,1003,676,3848,207
11183,263,263,263,3848,3848,263,263,3908,3852,3852,207
11184,3868,3860,3872,2757,3868,2757,3860,3852,3860,3868,207
11185,4060,3852,3852,3852,3852,3860,3852,2757,3852,3852,207
11186,1028,4,84,44,3852,7,4,5,3852,7,207
11187,6,45,3860,3872,3872,3860,2757,263,263,263,207
11188,3860,3852,2757,3860,3872,3852,3860,3852,72,17,207
11189,84,3891,7,4,3977,3891,3891,3977,3848,3859,207
11190,3848,838,155,1028,1206,3848,444,974,117,990,207
11191,595,117,154,2235,1004,117,8,991,55,595,207
11192,31,79,1004,991,987,974,21,8,994,991,207
11193,1005,987,994,8,1030,31,994,456,55,22,207
11194,456,3852,5,5,562,3615,3961,3320,2155,3185,207
11195,562,2155,3185,562,3615,3320,3185,2155,3185,2155,207
11196,562,3961,3320,562,2155,3185,3961,3320,2155,3185,207
11197,1216,1393,1324,1332,562,3961,1324,5,5,5,207
11198,24,5,5,4044,8,31,4044,6,19,79,207
11199,21,8,4,3925,4,1156,5,3925,1156,4432,207
11200,19,8,1156,6,31,21,22,4044,6,22,207
11201,22,6,22,3925,6,17,3925,17,6,3925,207
11202,31,19,8,21,6,22,8,5,6,5,207
11203,4013,4013,4013,3925,1156,1156,3580,3580,7,4,207
11204,17,72,5,4,84,44,17,7,45,44,207
11205,4,84,72,7,45,7,7,5,5,7,207
11206,5,4,7,72,17,4,84,5,5,5,207
11207,5,5,5,31,79,2596,8,19,21,21,207
11208,8,19,4,21,7,8,22,7,3914,22,207
11209,17,72,22,84,44,5,7,7,45,7,207
11210,7,7,17,72,84,4,44,6,2,45,207
11211,5,7,6,2,7,7,7,7,72,5,207
11212,7,4,7,72,17,84,5,5,4,6,207
11213,17,7,72,6,5,5,84,4,7,17,207
11214,84,72,44,4,7,44,45,7,7,2,207
11215,69,6,17,45,2,7,7,7,7,75,207
11216,48,6,6,75,6,48,7,5,4,7,207
11217,84,7,4,72,17,4,5,5,7,4,207
11218,17,72,84,44,6,7,45,5,17,69,207
11219,320,6,72,84,7,44,4,75,7,7,207
11220,6,45,7,75,5,7,72,17,84,4,207
11221,5,5,7,4,6,17,5,5,4,72,207
11222,84,6,17,84,72,7,7,44,4,7,207
11223,75,44,75,7,45,17,7,7,45,6,207
11224,6,6,75,48,7,69,7,7,48,6,207
11225,7,7,5,5,5,1132,5,1117,1133,1076,207
11226,1133,1117,1117,1133,1132,1227,1339,1425,1227,1284,207
11227,1076,1132,1133,1133,8,1117,1100,1100,1133,1117,207
11228,1100,1117,1076,1132,5,5,4425,5,7,5,207
11229,1076,1117,1132,1076,1117,1132,1425,1284,8,1132,207
11230,1284,1132,1100,1132,1284,1133,1117,1132,1132,1284,207
11231,1100,5,17,5,7,7,75,5,4,7,207
11232,72,17,84,4,5,5,4,6,7,17,207
11233,6,72,84,5,4,72,7,44,84,17,207
11234,4,44,45,7,7,17,45,7,6,7,207
11235,6,4,5,4,5,69,7,84,17,7,207
11236,72,101,5,5,5,84,17,72,7,17,207
11237,5,4,44,45,7,6,72,84,4,44,207
11238,45,6,7,7,7,7,7,6,4,44,207
11239,5,84,17,7,7,4,7,44,17,84,207
11240,5,5,5,44,1351,7,4,155,5,155,207
11241,155,155,683,3848,3848,3859,890,676,353,155,207
11242,1003,838,676,1003,7,444,838,506,1014,444,207
11243,890,263,676,263,1178,3848,3908,3852,3852,3868,207
11244,3860,3872,2757,2757,3860,3868,3852,3860,3860,4060,207
11245,3852,3852,3868,3852,2757,3860,1028,3852,3852,3852,207
11246,3852,3872,3860,838,155,1028,3859,263,3848,1206,207
11247,117,444,974,1004,990,154,117,595,991,2757,207
11248,8,991,19,2757,3872,3860,1004,21,31,79,207
11249,994,1005,987,994,1030,974,31,8,155,3860,207
11250,8,974,1011,622,3860,22,456,45,6,17,207
11251,22,31,456,3852,3860,4,7,6,7,7,207
11252,7,7,7,7,7,7,45,7,5,45,207
11253,7,4,7,72,17,84,175,320,188,392,207
11254,169,172,175,188,175,169,172,5,5,6,207
11255,4,6,4,4157,5,5,5,5,6,4,207
11256,5,1216,2744,5,6,2699,2699,2744,19,6,207
11257,79,2699,21,2699,8,4,6,17,6,17,207
11258,6,4,5,5,7,7,4,17,5,7,207
11259,4,17,4,7,7,72,6,7,84,17,207
11260,72,84,4,44,7,44,45,7,324,6,207
11261,2,6,324,45,2,4,7,84,5,6,207
11262,7,72,84,17,7,6,5,5,6,4,207
11263,7,17,5,72,7,6,84,4,44,17,207
11264,72,84,45,324,7,4,44,45,7,7,207
11265,324,7,5,6,45,48,7,48,6,7,207
11266,5,5,4,6,4,5,683,155,7,5,207
11267,6,155,444,7,6,7,7,7,7,7,207
11268,2014,7,155,155,683,3859,3848,353,890,1178,207
11269,676,676,3848,1014,838,263,155,155,506,3848,207
11270,263,1003,155,676,3848,155,263,1014,3848,7,207
11271,48,2014,3908,3852,3872,2757,3868,3852,3860,7,207
11272,3872,3868,3860,2757,3852,3860,3852,3852,3872,2757,207
11273,7,3868,3852,3860,3860,3852,3852,1028,3852,3852,207
